id,Skill_Rating,Skill,Worker
19740,4,Tableau,2625
19741,3,excel,2625
19742,1,data quality,2625
19743,5,r,2625
19744,2,sql queries,2625
19745,5,data analysis,2625
19746,4,data management,2626
19747,4,SQL,2626
19748,3,Data Quality,2626
19749,5,data governance,2626
19750,4,Metadata,2626
19751,1,Teradata,2626
19752,1,data analyst,2627
19753,1,trade reporting,2627
19754,1,Risk Mitigation,2627
19755,4,Data analysis,2628
19756,3,PDF,2628
19757,1,Excel,2628
19758,4,Social media,2628
19759,4,Workflow,2628
19760,2,Data quality,2628
19761,1,Data analytics,2628
19762,5,Japanese,2628
19763,4,Supply chain,2629
19764,3,Microstrategy,2629
19765,1,Automation,2629
19766,4,Usage,2629
19767,3,Analytical,2629
19768,1,Data collection,2629
19769,4,Business intelligence,2629
19770,2,Merchandising,2629
19771,2,PLM,2630
19772,5,Data management,2630
19773,1,Nutrition,2630
19774,2,Test scripts,2630
19775,3,Pharmacy,2630
19776,3,Customer service,2630
19777,4,Visio,2630
19778,1,MS Office,2630
19779,4,Data analysis,2631
19780,5,Data management,2631
19781,4,Pharmacy,2631
19782,2,Healthcare,2631
19783,2,Oncology,2631
19784,2,Data quality,2631
19785,2,healthcare analytics,2631
19786,5,Data mining,2631
19787,1,BPO,2632
19788,1,data analysis,2632
19789,4,ERP,2632
19790,2,Publishing,2632
19791,5,Kaizen,2632
19792,3,Data Analyst,2632
19793,3,Advanced Excel,2632
19794,4,Powerpoint,2632
19795,3,BPO,2633
19796,3,troubleshooting,2633
19797,4,PLM,2633
19798,1,Change Management,2633
19799,3,Oracle Agile,2633
19800,1,Data Management,2633
19801,1,Product Lifecycle Management,2633
19802,4,Master Data,2633
19803,5,Data Visualization,2634
19804,5,Data Warehousing,2634
19805,5,ETL,2634
19806,2,IT Skills,2634
19807,4,Data Science,2634
19808,1,Cloud,2634
19809,5,Big Data,2634
19810,5,Tableau,2634
19811,1,Computer science,2635
19812,2,Project tracking,2635
19813,4,Project management,2635
19814,1,Process improvement,2635
19815,1,SOC,2635
19816,3,Javascript,2635
19817,2,data integrity,2635
19818,4,Data Analyst,2635
19819,2,IT Skills,2636
19820,2,Python,2636
19821,4,Big Data,2636
19822,5,AWS,2636
19823,2,Digital Marketing,2636
19824,3,Tableau,2636
19825,2,Computer science,2636
19826,3,Data analysis,2636
19827,2,Computer science,2637
19828,3,Data analysis,2637
19829,3,metadata,2637
19830,3,Coding,2637
19831,1,RDBMS,2637
19832,3,Analytical,2637
19833,3,Agile,2637
19834,3,Data structures,2637
19835,2,Computer science,2638
19836,2,Economics,2638
19837,2,Lead generation,2638
19838,1,PDF,2638
19839,5,Wordpress,2638
19840,4,power bi,2638
19841,3,Data Analyst,2638
19842,4,Advanced Excel,2638
19843,1,Computer science,2639
19844,2,Data analysis,2639
19845,3,Data management,2639
19846,2,Analytical,2639
19847,2,Agile,2639
19848,2,Data Analyst,2639
19849,2,Data mining,2639
19850,4,Analytics,2639
19851,2,Data Analysis,2640
19852,3,Data Mining,2640
19853,3,SQL,2640
19854,5,MySQL,2640
19855,4,Data Extraction,2640
19856,5,SQL Database,2640
19857,3,Dashboard Development,2640
19858,5,Dashboards,2640
19859,1,Health insurance,2641
19860,1,data science,2641
19861,4,Diversity and Inclusion,2641
19862,3,Programming,2641
19863,1,Data mining,2641
19864,5,Operations,2641
19865,5,Business banking,2641
19866,1,Product marketing,2641
19867,4,analytical,2642
19868,3,SAS SQL,2642
19869,1,SAS,2642
19870,5,SQL,2642
19871,5,Computer science,2642
19872,2,Analytical skills,2642
19873,4,Economics,2642
19874,1,Data Analyst,2642
19875,1,Computer science,2643
19876,3,Data analysis,2643
19877,4,HP data protector,2643
19878,5,Business analysis,2643
19879,3,Business analytics,2643
19880,3,Analytical,2643
19881,1,Venture capital,2643
19882,2,data integrity,2643
19883,5,BPO,2644
19884,5,Legal process outsourcing,2644
19885,2,Backend,2644
19886,5,Data analysis,2644
19887,1,PDF,2644
19888,3,Data management,2644
19889,1,Back office,2644
19890,3,Scheduling,2644
19891,3,Data analysis,2645
19892,1,Data Warehousing,2645
19893,5,Hadoop,2645
19894,4,Java,2645
19895,3,ETL,2645
19896,2,SAS,2645
19897,5,R,2645
19898,3,verbal,2645
19899,2,Product engineering,2646
19900,1,Application engineering,2646
19901,4,Excel,2646
19902,5,Reliability engineering,2646
19903,2,Data analytics,2646
19904,5,Data Analyst,2646
19905,4,Management,2646
19906,1,Data mining,2646
19907,4,Informatica Powercenter,2647
19908,2,BIG Data,2647
19909,3,analytical,2647
19910,2,modeling,2647
19911,4,ETL,2647
19912,3,Data warehousing,2647
19913,2,SQL,2647
19914,4,IT Skills,2647
19915,1,Loans,2648
19916,5,Quality standards,2648
19917,2,MS Access,2648
19918,4,Financial Instruments,2648
19919,5,Debugging,2648
19920,5,Programming,2648
19921,3,Swaps,2648
19922,5,Legal documentation,2648
19923,4,MIS reporting,2649
19924,3,Data analysis,2649
19925,5,Excel,2649
19926,1,Sales operations,2649
19927,5,VLOOKUP,2649
19928,4,Data Analyst,2649
19929,4,MIS generation,2649
19930,1,Powerpoint,2649
19931,1,Automation,2650
19932,4,tableau,2650
19933,2,Excel,2650
19934,5,Sales operations,2650
19935,1,Data Analyst,2650
19936,1,Management,2650
19937,1,SQL scripting,2650
19938,1,Analytics,2650
19939,5,data Analytics,2651
19940,3,risk management,2651
19941,2,Oracle,2651
19942,1,BI development,2651
19943,4,Teradata,2651
19944,2,communication,2651
19945,2,SQL Server,2651
19946,5,SAS,2651
19947,4,Communication Skills,2652
19948,5,R,2652
19949,3,Social Media,2652
19950,4,Analytical Skills,2652
19951,3,Data Analysis,2652
19952,2,Data Visualization,2652
19953,2,Data Analyst,2652
19954,2,Tableau,2652
19955,5,MS SQL,2653
19956,4,SAS,2653
19957,5,RDBMS,2653
19958,5,XML,2653
19959,4,MySQL,2653
19960,3,Stored procedures,2653
19961,5,SSIS,2653
19962,5,Data warehousing,2653
19963,5,Supply chain,2654
19964,5,Computer science,2654
19965,2,Data analysis,2654
19966,2,metadata,2654
19967,5,Interpersonal skills,2654
19968,3,Analytical,2654
19969,3,Data structures,2654
19970,3,Data Analyst,2654
19971,3,Training,2655
19972,3,Data analysis,2655
19973,4,Automation,2655
19974,5,Usage,2655
19975,5,Excel,2655
19976,1,Business reporting,2655
19977,2,Reporting Analyst,2655
19978,2,data reporting,2655
19979,5,Accessories,2656
19980,1,Data analysis,2656
19981,3,Google Analytics,2656
19982,4,Analytical,2656
19983,3,Machine learning,2656
19984,3,Data structures,2656
19985,2,Reporting tools,2656
19986,3,SQL,2656
19987,2,Excel,2657
19988,3,Computer Science,2657
19989,2,Data Analyst,2657
19990,3,Tableau,2657
19991,4,Data Analytics,2657
19992,2,Sql,2657
19993,2,Data Science,2658
19994,3,Business Consulting,2658
19995,1,core and advance python programming,2658
19996,2,Business Analysis,2658
19997,2,Python,2658
19998,3,Algorithms,2658
19999,5,Power Bi,2658
20000,1,Data Management,2658
20001,2,Manager Quality Assurance,2659
20002,3,Capital IQ,2659
20003,4,Data management,2659
20004,5,Bloomberg,2659
20005,3,Data collection,2659
20006,5,Data quality,2659
20007,1,microsoft,2659
20008,4,Analytics,2659
20009,4,qlik sense,2660
20010,2,Business Analyst,2660
20011,1,Analytical,2660
20012,5,power bi,2660
20013,4,Data analytics,2660
20014,3,Agile methodology,2660
20015,5,data visualization,2660
20016,4,Business intelligence,2660
20017,5,Machine Learning,2661
20018,4,software development life,2661
20019,2,Waterfall,2661
20020,5,PL / SQL,2661
20021,4,JOIN,2661
20022,1,Data Analysis,2661
20023,3,Customer Analytics,2661
20024,4,communication,2661
20025,5,SAS,2662
20026,5,Data Analysis,2662
20027,4,PLSQL,2663
20028,1,Data Analyst,2663
20029,4,MOM,2663
20030,1,data mapping,2663
20031,3,Excel,2664
20032,1,Business analysis,2664
20033,1,big data analytics,2664
20034,5,Data Analyst,2664
20035,5,Customer service,2664
20036,1,Data mining,2664
20037,3,Automotive,2664
20038,3,SQL,2664
20039,3,Associate Analyst,2665
20040,3,Primary research,2665
20041,3,Business Analyst,2665
20042,1,Equity research,2665
20043,4,Talent acquisition,2665
20044,5,Pharma,2665
20045,1,Consulting,2665
20046,5,Investment banking,2665
20047,1,Excel,2666
20048,3,Power Bi,2666
20049,3,VBA,2666
20050,4,HR MIS,2666
20051,1,Power Apps,2666
20052,1,Data Analysis,2666
20053,2,Power Automate,2666
20054,2,Dashboards,2666
20055,2,analytical,2667
20056,3,R,2667
20057,5,Tableau,2667
20058,2,SQL,2667
20059,1,MicroStrategy,2667
20060,2,Python,2667
20061,2,IT Skills,2667
20062,3,Analytical skills,2667
20063,3,Pyspark,2668
20064,5,Hive,2668
20065,5,hadoop,2668
20066,5,Azure Data Factory,2669
20067,5,Pyspark,2669
20068,5,Python,2669
20069,1,Azure Services Data factory,2669
20070,4,Azure Data Lake Analytics,2669
20071,5,Databricks,2669
20072,5,Hive,2669
20073,3,Azure Data,2669
20074,1,RDBMS,2670
20075,5,Coding,2670
20076,5,Consulting,2670
20077,2,Agile,2670
20078,3,Information technology,2670
20079,3,Talend Big Data,2670
20080,5,ETL,2670
20081,1,IT Skills,2670
20082,1,Java,2671
20083,3,Hadoop,2671
20084,4,Sqoop,2671
20085,5,Hive,2671
20086,1,Cloud Bigdata,2671
20087,2,Spark Streaming,2671
20088,4,Pig,2671
20089,4,SQL,2671
20090,4,J2EE,2672
20091,1,Servlets,2672
20092,4,Spring Security,2672
20093,4,MySQL,2672
20094,4,Hibernate,2672
20095,5,-,2672
20096,5,Postgres,2672
20097,1,REST API,2672
20098,5,IT Skills,2673
20099,3,Java,2673
20100,1,Python,2673
20101,1,Data Science,2673
20102,2,Big Data,2673
20103,1,AWS,2673
20104,3,Tableau,2673
20105,5,Engineering services,2673
20106,5,Communication,2674
20107,4,Selenium,2674
20108,1,QA automation,2674
20109,3,API Testing,2674
20110,2,Cypress,2674
20111,2,Java,2674
20112,4,Micro services architecture,2674
20113,1,AWS,2674
20114,2,AWS Lambda,2675
20115,5,DynamoDB,2675
20116,3,XML,2675
20117,1,No - SQL,2675
20118,5,JSON,2675
20119,5,Lambda,2675
20120,2,Kinesis,2675
20121,2,SQS,2675
20122,4,S3,2676
20123,2,Docker,2676
20124,2,EC2,2676
20125,2,Spring MVC,2676
20126,4,JSP technologies,2676
20127,3,Data structures,2676
20128,1,Spring Boot,2676
20129,4,Apache,2676
20130,4,JMS,2677
20131,4,SAN,2677
20132,4,Hibernate,2677
20133,4,XML,2677
20134,3,JSP,2677
20135,3,MySQL,2677
20136,3,Java Software Engineer,2677
20137,3,Agile,2677
20138,1,Debugging,2678
20139,4,OLAP,2678
20140,2,Azure Data Pipeline,2678
20141,2,Azure,2678
20142,5,SQL Server,2678
20143,4,Azure Data Factory,2678
20144,2,Java,2678
20145,3,C#,2678
20146,1,IT Skills,2679
20147,4,Java,2679
20148,5,J2EE,2679
20149,1,Testing,2679
20150,1,HTML,2679
20151,2,Javascript,2679
20152,5,AWS,2679
20153,5,JMS,2679
20154,1,React JS,2680
20155,1,Java Script,2680
20156,3,Java,2680
20157,1,written,2680
20158,2,J2EE,2680
20159,3,data structures,2680
20160,5,Android,2680
20161,3,Web services,2680
20162,2,IT Skills,2681
20163,3,Cloud,2681
20164,4,DevOps,2681
20165,4,AWS,2681
20166,4,Change management,2681
20167,2,Lead Architect,2681
20168,2,Data management,2681
20169,1,Architecture,2681
20170,2,IT Skills,2682
20171,2,Java,2682
20172,1,J2EE,2682
20173,1,Testing,2682
20174,3,HTML,2682
20175,4,Javascript,2682
20176,1,AWS,2682
20177,3,JMS,2682
20178,2,Architect,2683
20179,4,SAN,2683
20180,1,Data analysis,2683
20181,4,Debugging,2683
20182,5,Agile,2683
20183,5,Customer service,2683
20184,3,Information technology,2683
20185,4,Analytics,2683
20186,2,excel,2684
20187,3,hlookup,2684
20188,1,VLOOKUP,2684
20189,5,communication,2684
20190,3,Tableau,2684
20191,3,VBA,2684
20192,5,Power BI,2684
20193,5,Engineering services,2684
20194,4,SAN,2685
20195,5,Version control,2685
20196,2,Debugging,2685
20197,1,Agile,2685
20198,3,Data structures,2685
20199,4,Application development,2685
20200,2,MVC,2685
20201,2,Customer service,2685
20202,1,ERP,2686
20203,4,Data management,2686
20204,1,Data modeling,2686
20205,5,Coding,2686
20206,5,Project management,2686
20207,3,Agile,2686
20208,1,Customer service,2686
20209,5,JIRA,2686
20210,2,IT Skills,2687
20211,4,Java,2687
20212,1,Python,2687
20213,2,Software Development,2687
20214,5,Testing,2687
20215,2,Selenium,2687
20216,4,Maven,2687
20217,4,Automation,2687
20218,1,Object - Oriented concepts,2688
20219,5,MVP,2688
20220,4,debugging,2688
20221,2,written communication,2688
20222,3,Java,2688
20223,3,Espresso,2688
20224,5,Kotlin,2688
20225,2,Data Structures,2688
20226,3,IT Skills,2689
20227,2,Testing,2689
20228,4,Cloud,2689
20229,4,Javascript,2689
20230,4,Engineering services,2689
20231,3,Coding,2689
20232,4,Analytical,2689
20233,1,Debugging,2689
20234,4,IT Skills,2690
20235,2,HTML,2690
20236,4,CSS,2690
20237,2,Javascript,2690
20238,5,Engineering services,2690
20239,2,SAN,2690
20240,4,Analytical,2690
20241,2,Debugging,2690
20242,5,Object - Oriented concepts,2691
20243,5,Android Studio,2691
20244,2,MobX,2691
20245,3,Flexbox,2691
20246,4,verbal,2691
20247,4,written communication,2691
20248,3,ReactNative,2691
20249,5,Redux,2691
20250,1,Engineering services,2692
20251,2,SAN,2692
20252,1,Data validation,2692
20253,2,NoSQL,2692
20254,5,Data modeling,2692
20255,1,Service engineering,2692
20256,1,Agile,2692
20257,3,Customer service,2692
20258,3,Adobe Suite,2693
20259,3,Zeplin,2693
20260,1,Figma,2693
20261,2,Illustrator,2693
20262,3,Photoshop,2693
20263,1,Sketch,2693
20264,3,communication,2693
20265,3,Agile methodology,2693
20266,2,Redshift,2694
20267,4,Cloud Data framework,2694
20268,2,presales,2694
20269,4,Data Ingestion cloud data management,2694
20270,3,analytical,2694
20271,5,Azure,2694
20272,2,AWS,2694
20273,5,Big Query,2694
20274,2,cloud,2695
20275,1,analytical,2695
20276,1,written,2695
20277,5,verbal communication,2695
20278,2,IT Skills,2695
20279,4,Engineering services,2695
20280,1,SAN,2695
20281,2,ISO 13485,2695
20282,1,python,2696
20283,5,data engineering,2696
20284,2,data modeling,2696
20285,1,Azure,2696
20286,1,sql queries,2696
20287,3,airflow,2696
20288,3,pyspark,2696
20289,1,ETL Tool,2696
20290,3,IT Skills,2697
20291,3,Java,2697
20292,2,J2EE,2697
20293,2,Testing,2697
20294,2,HTML,2697
20295,3,Javascript,2697
20296,1,AWS,2697
20297,2,JMS,2697
20298,4,Engineering services,2698
20299,2,SAN,2698
20300,1,Debugging,2698
20301,3,Javascript,2698
20302,5,Agile,2698
20303,2,Data structures,2698
20304,3,MongoDB,2698
20305,1,Customer service,2698
20306,2,IT Skills,2699
20307,4,Java,2699
20308,3,J2EE,2699
20309,5,Testing,2699
20310,5,HTML,2699
20311,2,Javascript,2699
20312,1,AWS,2699
20313,3,JMS,2699
20314,1,Engineering services,2700
20315,5,SAN,2700
20316,3,TDD,2700
20317,2,Conflict resolution,2700
20318,5,Agile,2700
20319,3,Scrum,2700
20320,1,Business modeling,2700
20321,2,Customer service,2700
20322,3,Engineering services,2701
20323,1,Patch management,2701
20324,3,Root cause analysis,2701
20325,4,Automation,2701
20326,2,Product engineering,2701
20327,1,Process improvement,2701
20328,1,Agile,2701
20329,5,Incident management,2701
20330,4,Project management,2702
20331,5,SSRS,2702
20332,4,Lead,2702
20333,2,Active directory,2702
20334,1,HTML,2702
20335,4,SSIS,2702
20336,4,Business intelligence,2702
20337,1,Troubleshooting,2702
20338,5,JMS,2703
20339,2,SAN,2703
20340,2,Hibernate,2703
20341,2,Multithreading,2703
20342,5,XML,2703
20343,2,JSP,2703
20344,2,MySQL,2703
20345,3,Java Software Engineer,2703
20346,4,IT Skills,2704
20347,1,Java,2704
20348,5,J2EE,2704
20349,3,AWS,2704
20350,3,SAP,2704
20351,3,SAN,2704
20352,4,Backend,2704
20353,5,Business analysis,2704
20354,5,IT Skills,2705
20355,1,Testing,2705
20356,5,Engineering services,2705
20357,1,Payroll,2705
20358,4,Talent acquisition,2705
20359,4,Process improvement,2705
20360,1,Analytical,2705
20361,4,Data quality,2705
20362,5,Communication,2706
20363,4,Java 6,2706
20364,4,OOAD,2706
20365,1,optimization,2706
20366,3,Micro services architecture,2706
20367,2,Machine learning,2706
20368,3,data structures,2706
20369,5,IT Skills,2706
20370,4,Unit Testing,2707
20371,1,MySQL,2707
20372,2,Logging Framework,2707
20373,1,EC2,2707
20374,3,Hibernate,2707
20375,4,JSP,2707
20376,5,Data structures,2707
20377,4,REST API,2707
20378,2,5-12,2708
20379,1,IT Skills,2709
20380,5,Java,2709
20381,1,J2EE,2709
20382,2,Testing,2709
20383,5,HTML,2709
20384,3,Javascript,2709
20385,5,AWS,2709
20386,3,JMS,2709
20387,4,Data Science,2710
20388,1,Java,2710
20389,3,Hive,2710
20390,2,Data Management,2710
20391,2,Big Data,2710
20392,1,E - Commerce,2710
20393,5,Spark,2710
20394,2,Data Modeling,2710
20395,3,ETL,2711
20396,5,Lambda Architecture,2711
20397,1,Kafka,2711
20398,2,RedShift,2711
20399,2,S3,2711
20400,5,AWS Glue,2711
20401,3,Spark,2711
20402,1,Data warehousing,2711
20403,3,Google Analytics,2712
20404,2,Web analytics,2712
20405,4,Quantitative research,2712
20406,5,MySQL,2712
20407,3,Data collection,2712
20408,4,Data quality,2712
20409,3,Oracle,2712
20410,2,Digital marketing,2712
20411,1,excel,2713
20412,2,Excel Sheet,2713
20413,3,JIRA,2713
20414,4,Confluence,2713
20415,2,MS Office,2713
20416,3,IT Skills,2713
20417,3,Project Management,2713
20418,1,BPO,2713
20419,3,Staffing,2714
20420,4,Analytics,2714
20421,1,SQL,2714
20422,3,Network Services,2714
20423,5,Big Data,2714
20424,5,Cosmos,2714
20425,2,Operations,2714
20426,1,Customer Acquisition,2714
20427,4,Biotechnology,2715
20428,4,Data analysis,2715
20429,1,Interpersonal skills,2715
20430,4,Construction,2715
20431,4,Academic Research,2715
20432,4,Manager Technology,2715
20433,3,Genetics,2715
20434,5,Molecular biology,2715
20435,4,SQL Development,2716
20436,5,Informatica Development,2716
20437,3,Data Modeling,2716
20438,1,ETL,2716
20439,1,Talend Development,2716
20440,5,IT Skills,2716
20441,3,Python,2716
20442,2,Software Development,2716
20443,4,Database Design,2717
20444,1,Data Warehousing,2717
20445,2,ETL Tool,2717
20446,4,sql,2717
20447,2,GCP,2717
20448,2,FTP,2717
20449,1,Matillion,2717
20450,5,digital marketing,2717
20451,5,MySQL,2718
20452,5,Javascript,2718
20453,2,Troubleshooting,2718
20454,1,SQL,2718
20455,1,Python,2718
20456,5,Coding,2718
20457,5,Agile,2718
20458,2,Scrum,2718
20459,3,IT Skills,2719
20460,2,Java,2719
20461,4,Business Intelligence,2719
20462,5,Power Bi,2719
20463,3,Ssas,2719
20464,4,C #,2719
20465,3,Sql Server,2719
20466,3,Msbi,2719
20467,3,Computer science,2720
20468,3,Database design,2720
20469,2,Data modeling,2720
20470,4,Reconciliation,2720
20471,4,Representative,2720
20472,3,Distribution system,2720
20473,5,Data warehousing,2720
20474,3,Monitoring,2720
20475,4,IT Skills,2721
20476,1,Python,2721
20477,4,Elastic Search,2721
20478,2,Big Data,2721
20479,1,AWS,2721
20480,1,Tableau,2721
20481,4,Power BI,2721
20482,1,Linux,2721
20483,2,IT Skills,2722
20484,4,Python,2722
20485,2,Software Development,2722
20486,5,Testing,2722
20487,2,Data Science,2722
20488,5,Big Data,2722
20489,5,Linux,2722
20490,5,Coding,2722
20491,2,Social media,2723
20492,1,debugging,2724
20493,4,Kafka,2724
20494,5,scala programming,2724
20495,2,Spark,2724
20496,3,core Java,2724
20497,3,EMR,2724
20498,4,data structure,2724
20499,2,Java,2724
20500,3,Maven,2725
20501,1,Core Java,2725
20502,3,Linux,2725
20503,2,HP data protector,2725
20504,2,Coding,2725
20505,2,Data processing,2725
20506,4,Data structures,2725
20507,5,Apache,2725
20508,2,IT Skills,2726
20509,3,Azure,2726
20510,1,Azure Data Factory,2726
20511,5,SparkPools,2726
20512,5,DataBricks,2726
20513,1,Airflow,2726
20514,2,Hive,2726
20515,5,Hadoop,2726
20516,4,SAN,2727
20517,4,Performance tuning,2727
20518,2,Automation,2727
20519,4,NoSQL,2727
20520,2,Debugging,2727
20521,2,Machine learning,2727
20522,5,big data,2727
20523,1,Troubleshooting,2727
20524,4,Apache Spark,2728
20525,4,ETL,2728
20526,1,DevOps,2728
20527,3,Python,2728
20528,3,Microsoft Azure,2728
20529,1,business intelligence,2728
20530,5,Databricks,2728
20531,4,IT Skills,2728
20532,5,Azure,2729
20533,2,ARM Templates,2729
20534,4,ADF,2729
20535,1,Analysis Services,2729
20536,3,PySpark,2729
20537,4,Scala,2729
20538,1,Spark SQL,2729
20539,2,Serverless Architecture,2729
20540,1,IT Skills,2730
20541,3,Java,2730
20542,5,Python,2730
20543,4,Cloud,2730
20544,4,Big Data,2730
20545,1,Azure,2730
20546,5,Cloud computing,2730
20547,5,Coding,2730
20548,3,Hive,2731
20549,2,Spark,2731
20550,1,Python,2731
20551,4,azure sql,2731
20552,2,SQL,2731
20553,4,Performance,2732
20554,4,Azure Data Factory,2732
20555,4,ETL,2732
20556,4,data warehousing,2732
20557,5,Apache Hive,2732
20558,4,RDBMS,2732
20559,1,Hive,2732
20560,1,ADF,2732
20561,4,Administration,2733
20562,2,Automation,2733
20563,5,data services,2733
20564,5,Business intelligence,2733
20565,4,Operations,2733
20566,4,Analytics,2733
20567,2,Monitoring,2733
20568,3,Financial services,2733
20569,4,Computer science,2734
20570,4,metadata,2734
20571,5,Data management,2734
20572,4,Project management,2734
20573,2,Data structures,2734
20574,1,Wellness,2734
20575,3,Business intelligence,2734
20576,4,Analytics,2734
20577,5,Data Science,2735
20578,5,Algorithms,2735
20579,1,Software Engineering,2735
20580,4,Postgresql,2735
20581,2,Data Structures,2735
20582,3,Mysql,2735
20583,3,Computer Science,2735
20584,1,Object Oriented Design,2735
20585,4,Payroll,2736
20586,1,Business analysis,2736
20587,2,Consulting,2736
20588,3,Agile,2736
20589,3,Data structures,2736
20590,4,Customer service,2736
20591,5,Open source,2736
20592,5,Distribution system,2736
20593,2,API,2737
20594,4,GraphQL,2737
20595,4,SQL database,2737
20596,4,SQL,2737
20597,5,Product management,2737
20598,1,Computer science,2737
20599,3,Backend,2737
20600,2,Web technologies,2737
20601,1,ERP,2738
20602,5,MS SQL,2738
20603,5,Data analysis,2738
20604,2,NoSQL,2738
20605,3,cassandra,2738
20606,2,MySQL,2738
20607,2,Scrum,2738
20608,4,Pattern recognition,2738
20609,3,Java,2739
20610,4,python,2739
20611,3,SCALA,2739
20612,5,SQL Database,2739
20613,3,SQL,2739
20614,4,Computer science,2740
20615,3,Automation,2740
20616,5,Data management,2740
20617,1,Business analytics,2740
20618,4,Shell scripting,2740
20619,1,data integrity,2740
20620,3,big data,2740
20621,2,Monitoring,2740
20622,3,IT Skills,2741
20623,4,Python,2741
20624,2,Data Science,2741
20625,2,Cloud,2741
20626,2,Big Data,2741
20627,1,AWS,2741
20628,2,Azure,2741
20629,2,SAN,2741
20630,5,AWS services,2742
20631,3,EMR,2742
20632,5,Lambda,2742
20633,3,IT Skills,2742
20634,3,Java,2742
20635,1,Python,2742
20636,5,Cloud,2742
20637,3,DevOps,2742
20638,1,Java,2743
20639,2,Scala,2743
20640,2,Python,2743
20641,2,EMR,2743
20642,2,PySpark,2743
20643,1,database structure,2743
20644,1,NSQ,2743
20645,5,MySQL,2743
20646,2,Workflow Management,2744
20647,2,Scala,2744
20648,2,Hadoop,2744
20649,5,Computer Science,2744
20650,3,Data Engineer,2744
20651,4,Data Lake,2744
20652,2,Spark,2744
20653,1,Aws,2744
20654,1,Natural Language Processing,2745
20655,1,cause analysis,2745
20656,4,Computer Vision,2745
20657,5,Machine Learning,2745
20658,4,Information Retrieval,2745
20659,4,NLP,2745
20660,4,software development,2745
20661,2,deep learning,2745
20662,3,spark,2746
20663,4,data engineer,2746
20664,5,SCALA,2746
20665,5,AWS,2746
20666,2,SQL,2746
20667,3,IT Skills,2746
20668,3,Python,2746
20669,1,S3,2746
20670,3,Hive,2747
20671,5,Scala,2747
20672,3,Data Structures,2747
20673,4,Hadoop,2747
20674,5,Data Management,2747
20675,2,Big Data,2747
20676,5,Data Engineer,2747
20677,3,Data Analysis,2747
20678,5,Product management,2748
20679,3,Computer science,2748
20680,5,Automation,2748
20681,1,Networking,2748
20682,3,Data management,2748
20683,3,Machine learning,2748
20684,3,Network security,2748
20685,2,Distribution system,2748
20686,1,Computer science,2749
20687,5,data science,2749
20688,5,Analytical,2749
20689,2,SCALA,2749
20690,3,Banking,2749
20691,1,CMS,2749
20692,3,Programming,2749
20693,3,HTML,2749
20694,5,Consulting,2750
20695,3,Data structures,2750
20696,3,Perl,2750
20697,1,Open source,2750
20698,2,big data,2750
20699,4,Ruby,2750
20700,1,Analytics,2750
20701,1,Monitoring,2750
20702,2,BPO,2751
20703,2,data analysis,2751
20704,5,Computer science,2751
20705,5,Interpersonal skills,2751
20706,2,Excel,2751
20707,5,spark,2751
20708,5,Analytical,2751
20709,1,MySQL,2751
20710,2,bash,2752
20711,4,Linux,2752
20712,4,Grafana,2752
20713,3,Apache Flink,2752
20714,2,Java,2752
20715,5,Kafka,2752
20716,1,Hadoop,2752
20717,1,Spark,2752
20718,4,Airflow,2753
20719,3,Python,2753
20720,4,SQL,2753
20721,1,Bi Testing,2754
20722,2,Data Warehouse Testing,2754
20723,5,Automation Testing,2754
20724,3,Agile,2754
20725,4,PowerShell,2754
20726,2,data profiling,2754
20727,1,Microsoft Excel,2754
20728,2,Tableau,2754
20729,1,Java,2755
20730,3,Algorithms,2755
20731,1,Unit Testing,2755
20732,5,Scala,2755
20733,1,Spark,2755
20734,1,Data Processing,2755
20735,5,Aws,2755
20736,5,Python,2755
20737,2,Snowflake,2756
20738,4,Dimensional Modeling,2756
20739,2,Data Warehousing,2756
20740,2,IT Skills,2756
20741,5,Python,2756
20742,3,Data Science,2756
20743,3,Machine Learning,2756
20744,3,DevOps,2756
20745,2,Big Data,2757
20746,2,Python,2757
20747,5,Snowflake,2758
20748,1,Dimensional Modeling,2758
20749,2,Data Warehousing,2758
20750,3,Dimensional Modelling,2758
20751,3,ETL,2758
20752,4,learning,2758
20753,4,Data Lakes,2758
20754,3,Tableau,2758
20755,1,Computer science,2759
20756,4,business intelligence reporting,2759
20757,5,Cognos,2759
20758,1,Data processing,2759
20759,1,Data quality,2759
20760,4,QlikView,2759
20761,3,Data warehousing,2759
20762,3,Technical support,2759
20763,4,python,2760
20764,3,AWS redshift,2760
20765,3,etl,2760
20766,1,spark,2760
20767,2,build,2760
20768,5,airflow,2760
20769,3,aws,2760
20770,5,big data,2760
20771,2,Computer science,2761
20772,4,Backend,2761
20773,1,NoSQL,2761
20774,2,orchestration,2761
20775,4,SCALA,2761
20776,4,Data structures,2761
20777,4,Workflow,2761
20778,4,Healthcare,2761
20779,1,Kafka,2762
20780,5,IT Skills,2763
20781,5,Project Management,2763
20782,2,BPO,2763
20783,4,project management,2763
20784,1,process improvement,2763
20785,2,Order management,2763
20786,2,SAP,2763
20787,2,Billing,2763
20788,4,IT Skills,2764
20789,1,Java,2764
20790,5,Python,2764
20791,4,Testing,2764
20792,1,Cloud,2764
20793,5,Big Data,2764
20794,4,Cloud computing,2764
20795,5,JMS,2764
20796,4,Kafka,2765
20797,2,C / C++,2765
20798,3,Git,2765
20799,2,Jenkins,2765
20800,3,Golang,2765
