id,Profession,Rating,Nbr_Rating
2769,Senior Data Engineer,2.73354108529728,428
2770,Senior Data Engineer,2.09196990287544,450
2771,Senior Azure Data Engineer,3.32484193035696,344
2772,Senior Data Engineer,3.59872233872006,380
2773,Senior Data Engineer,3.14820677658226,265
2774,Sr. Data Engineer Opportunity at phData - Base Anywhere India,3.84215808248559,35
2775,SR. DATA ENGINEER,2.51352607631401,434
2776,Senior Data Engineer,2.05348573521877,172
2777,Senior Data Engineer,4.08007438463422,89
2778,Azure Data Engineer (Mid-Senior Level),2.64466095474557,188
2779,Sr Data Engineer,4.39769697798996,56
2780,Senior Backend / Data Engineer,4.18911096529522,65
2781,Senior Data Engineer,2.80865014256397,323
2782,Sr. Data Engineer/Data Engineer - Big Data,3.91331319653938,409
2783,Senior Data Engineer,4.40954871173383,355
2784,Senior Data Engineer,2.19683921792685,286
2785,Sr Data Engineer,4.20768547234227,145
2786,Sr Data Engineer,4.88780828738501,476
2787,Senior Data Engineer (Looker),3.02126030776745,199
2788,Senior Data Engineer - Azure,3.65055828138275,286
2789,Senior Data Engineer- Full-Time Remote (Work from anywhere),2.68702122275073,386
2790,Senior Data Engineer,2.18996795516721,496
2791,Senior Data Engineer,2.99695272130724,388
2792,Sr. / Principal Engineer - Azure Data Engineer,3.93181831400036,235
2793,Senior Data Engineer,3.08787894796815,334
2794,Senior Data Engineer,2.74702673707401,369
2795,Senior Data Engineer,2.34468619701688,350
2796,Sr. Data Engineer,3.51723927032493,467
2797,Sr. Big Data Engineer,4.41947931998825,33
2798,Senior Data Engineer,3.09866371724078,296
2799,Big data Senior Engineer,2.87367277605864,140
2800,Senior Data Engineer,2.5772003733905,68
2801,Senior Data Engineer,4.88301028211081,449
2802,Senior Data Engineer,4.3407715736764,208
2803,Sr. Solution Arch-Data Engg.,2.84373614189347,233
2804,Senior Software Engineer - Data and ML,3.99027266808339,200
2805,"Senior Architect, Data Engineering",2.84141132729608,322
2806,Senior Staff Engineer(Java / C and Big Data),4.5916746180295,326
2807,Senior Backend Engineer - Java & Data Warehousing | Space & Time,2.59352938125929,69
2808,Senior Data Visualization Engineer,2.93840232051693,407
2809,Senior Data Science Engineer,4.06981769100459,162
2810,Sr. Big Data DevOps Engineer,3.20109880244057,159
2811,Senior Staff Engineer(Java / C and Big Data),2.08055116772032,322
2812,Sr. Big Data Engineer,3.27577047415669,459
2813,"Big Data, Senior Software Engineer",2.4011457616686,34
2814,Senior Data Warehouse Engineer,2.78236341033996,382
2815,Senior Data Governance Engineer,4.771804874663,478
2816,Sr. Data Base Engineer,4.53873423247677,281
2817,Senior Data Engineering Consultant,3.21499483074861,433
2818,Data Engineer - Senior,3.39369646118637,169
2819,Senior Software Engineer - Big Data,4.67477071964537,304
2820,Senior Analyst - Data Science - IIT/NIT/IIM/XLRI/FMS,3.69734640764438,33
2821,Senior Business Analyst/Asst.Manager - Scala/Spark - Big Data,3.5406151805114,74
2822,Senior Business Analyst/ Asst. Manager - Scala/ Spark - Big Data,4.37390741662182,297
2823,Senior Business Analyst/Assistant Manager - Scala/Spark - Big Data,4.10332582561848,239
2824,Senior Analyst - Data Science - IIT/NIT/IIM/XLRI/FMS,2.41259331815545,264
2825,Senior Business Analyst/ Assistant Manager - Scala/Spark - Big Data,3.28906512581033,468
2826,Big Data Engineer - SSE - Work From Home,4.78154722265253,331
2827,Principal Data Engineer,2.99104435587066,137
2828,Staff Data Engineer,2.93285632383912,488
2829,Data Engineer,4.92515770263625,314
2830,AWS Data Engineer,4.69139483949099,485
2831,Data Science Engineer,3.90020908388629,234
2832,Data Engineer - Data Science Engineering,4.29638925172078,110
2833,Data Engineer,4.89426144310872,77
2834,Principle Engineer - Data Platform,3.56430254895919,136
2835,Data Engineer,3.8990370862001,214
2836,Azure Data Engineer,3.85333292243256,180
2837,Azure Data Engineer,4.4019858550852,287
2838,Data Engineer: Machine Learning,3.00129834949867,233
2839,Big Data Engineer,2.58243787457036,50
2840,Hiring For Data Engineer- Kolkata / Bangalore,2.7507290267297,432
2841,Big Data Engineers,2.10127425842144,264
2842,Data Engineer,4.47905551197825,212
2843,AWS Data Engineer,4.96130121568511,164
2844,Job | CGI Hiring Azure Data Engineer,2.02957958617096,61
2845,Data Engineering - Engineering Manager,3.96027775529025,40
2846,GCP / AWS Data Engineer,3.76834650402343,187
2847,AWS Data Engineer,2.21815740455177,125
2848,Azure Data Engineer,3.81279632048618,498
2849,Staff Data Engineer,3.00175149371022,130
2850,Big Data Engineer,2.69939663973173,367
2851,Big Data Engineer,2.06015188300054,381
2852,Staff Data Engineer,2.41465545538663,137
2853,Data Engineer Data Integration,2.54452370038711,62
2854,Big Data Engineer/ETL,4.69551909733429,101
2855,Data Engineer Data Integration,3.26767826146506,322
2856,Data Engineer,2.39750287610828,222
2857,Big Data Engineer,2.23052787615583,489
2858,Data Engineer,4.82299016942847,101
2859,Backend - Data Engineer,4.14468147958268,400
2860,AWS Data Engineer,2.27385659513338,161
2861,Azure Data Synapse Engineer,2.3330640027865,37
2862,Immediate Hiring For Data Science Engineers AT HCL Chennai,4.75229868556488,63
2863,Data Engineer Data Integration,2.17768726903534,267
2864,Exciting Job Opening - Data Engineer (MS BI / Azure) - Columbus Global,3.94763109430343,164
2865,Gcp Data Engineer,2.203930990559,419
2866,Azure Data Engineer,4.44267616276888,255
2867,Azure Data Engineer,3.18910816127603,63
2868,Azure Data Engineer,4.15596416878602,139
2869,Data Engineer,4.67640478151639,127
2870,ER - Data Engineer ( BI - Analytics & DWH),2.82142484721303,461
2871,AWS Data Engineer,4.22288200215477,438
2872,Data Engineer - NDHM - Delhi,3.29115523897668,460
2873,Data Engineer ( L3 ),2.95836726393711,155
2874,Data Engineer,2.1965595556533,339
2875,Data Engineer,2.73493973224941,205
2876,Cloud Data Engineer - Trainer,4.24058824926799,389
2877,Data Engineer,3.24078490504346,330
2878,Data Engineer: Master Data Management,3.8878528205674,439
2879,Data Engineer-MTS/SMTS/LMTS,4.58869634960652,299
2880,Data Engineer: Big Data,3.59442293859462,390
2881,Data Engineer: Master Data Management,4.5200255643552,370
2882,Data Engineer: Big Data,3.90266719210142,276
2883,Data Engineer: Enterprise Content Management,4.38136901073148,198
2884,Data Engineer: Big Data,4.73746854168876,495
2885,Data Engineer: Big Data,2.67553544638909,355
2886,Concentrix is hiring For Data Engineer ( Only Immediate Joiner),3.2987742252685,457
2887,Big Data Platform Engineer,4.27196091769624,374
2888,"Principal Engineer , Data Residency",2.96701432776371,385
2889,"Principal Engineer, Data Portability Features",2.9211761514596,348
2890,Backend Software Engineer - Data Platform,3.11941807215222,480
2891,Big Data Developer/ Senior/Lead - Chennai/Bangalore(4-12 years),2.08713687466919,466
2892,Data Engineer: Data Integration,4.0280272236641,431
2893,Data Engineer: Data Integration,4.97180464988967,281
2894,Data Engineer: Data Integration,2.60556000465206,267
2895,Data Engineer: Big Data,4.03700915259687,177
2896,Data Engineer: Data Integration,3.22062619658251,369
2897,Data Engineer: Big Data,3.75318405618722,210
2898,Data Engineer: Data Integration,4.9138651951228,382
2899,Data Engineer: Data Modeling,4.78789177634549,268
2900,Data Engineer: Data Modeling,3.69597091750402,466
2901,Data Engineer,3.60591504447083,42
2902,Data Engineer: Data Modeling,2.49705386253864,356
2903,Data Engineer: Data Modeling,2.48293561957279,113
2904,Data Operations Engineer,3.74343598958436,378
2905,Global IT - BI Data Engineer,3.2794546816096,41
2906,Software Engineer - Big Data,3.35267618483949,163
2907,Hexaware is looking For Snowflake Data Engineer,3.20518089351546,219
2908,Hexaware is looking For Azure Data Engineer,2.60646745487825,270
2909,Immediate Hiring For Crawler Data Engineers AT HCL Chennai,2.53662230419418,34
2910,Big Data Engineer,2.74840662624503,469
2911,Data Engineer: Big Data,2.41554345280851,299
2912,Data Engineer: Big Data,3.93045781319033,167
2913,Cross Platforms Data Quality Engineer,3.06774324834138,428
2914,Big Data Operations Engineer,3.29371741997436,55
2915,Big Data and Analytics Cloud Capability and Platform Engineer,3.73725093496536,462
2916,Trainee Data Engineer,3.32945751550561,329
2917,Lead Technical Data Analyst,2.10499865591473,205
2918,Lead Technical Data Analyst,4.58344248577884,419
2919,Reporting and Analytics Data Platform Engineer,4.5259340392997,358
2920,Lead Data Analyst,3.00956660011576,495
2921,"Lead Analyst - AI/ RPA, Lending, Big Data and Analytics",2.8987571462596,31
2922,Lead - Data Analyst,3.67000931123823,355
2923,"Lead Analyst, Data Management and Quant Analysis",2.60195914647615,319
2924,Job Opportunity || Lead Data Analyst,4.61291805652498,32
2925,Microsoft Modern Data Platform Application Lead,3.27915119277645,470
2926,Data Engineering Associate Consultant/ Senior Associate Consultant,4.47671335511385,167
2927,Data Science Leader,2.7920562118008,285
2928,Sr. Business Systems Analyst / Data Analyst,4.35351129048553,42
2929,Snowflake Data Warehouse Application Lead,3.25387900160139,288
2930,Lead Data Management,3.2773933934532,260
2931,Data Modeling Techniques and Methodologies Application Lead,4.71200576862906,456
2932,Sr Manager-Data Analyst-ONLY Female,4.58661431098061,184
2933,Junior Data Engineer,2.20241204641175,387
2934,JUNIOR DATA ENGINEER,3.57649555664894,280
2935,Junior Data Engineer,3.14589639693985,262
2936,Analyst/Sr Analyst - Data Science,2.70882063130919,311
2937,Data Engineer Senior Associate,4.15091102357384,64
2938,Data Engineer Senior Associate,3.41717951277787,298
2939,Data Analyst / Senior Data Analyst - Gurgaon- WFH,3.11015741359492,236
2940,Senior Market Research Analyst | Data Mining | Nagpur,2.73629307131024,158
2941,Senior Data Management Analyst,3.4991580446402,70
2942,Sr Manager / Manager / DM - Data Analyst – Portfolio Risk,2.92492166143497,57
2943,Senior Data Analyst,3.45031680145585,89
2944,Immediate SR BIG DATA Developer,2.74874807142709,57
2945,Data Analyst,4.08785890405576,142
2946,Data Analyst - Python/SQL,3.79699005612282,357
2947,Analyst - Data Science,3.85513117664912,357
2948,Data Analyst,3.70388326236493,155
2949,Data Science Analyst 2,4.44132221841769,416
2950,Data Analyst,3.40699719695459,42
2951,Data Analyst,2.23593268104999,245
2952,Data Analyst,2.03195412994492,419
2953,Data Analyst,3.69953477958756,103
2954,Inviting application For Data Science - Manager/Sr. Manager - Gurugram,3.13565729925811,62
2955,Data Analyst,4.69020316506919,56
2956,Data Migration Analyst (Immediate To 15 days),3.33278616157809,401
2957,Data Analyst,3.35772834003873,382
2958,Marketing Data Analyst,3.65635902865185,172
2959,Data Analyst,2.50084287194665,249
2960,"Associate Manager, EDW and Azure Data Engineer",3.85726069096799,178
2961,Data Analyst with Tableau and SQL,3.18058044104863,286
2962,Data Analyst,4.62395133790244,62
2963,Data Analyst,2.49276827058529,441
2964,ETL Developer (Data and Reporting Analyst),4.59961939166659,130
2965,Azure Data Analyst,4.90146633027244,113
2966,Data Analyst - IT,2.84897581885308,343
2967,Data Analyst,4.03945004989358,129
2968,"Senior Product Manager , Data Platform",2.10732194939755,182
2969,Senior Solutions Specialist – Data Governance,4.12017172414418,356
2970,Data Analyst - SaaS platform,2.47543933425597,482
2971,Data Analyst,2.48498502683618,435
2972,Data Analyst,3.66354086112301,252
2973,Data Analyst,4.11244056099216,373
2974,Data Analyst,2.61498690555978,382
2975,Associate - Data Engineer,3.48967895132269,52
2976,"Analyst, Data Management and Governance",2.79149285815395,230
2977,Legal Data Analyst,3.17322534253968,132
2978,Data Analyst,3.00437463033738,481
2979,Data Analyst,2.76505689282664,405
2980,Data Analyst,2.56518494610645,129
2981,Data Analyst,3.51894200100536,140
2982,Data Analyst,4.9414822567769,233
2983,Data Analyst,4.31560499766987,293
2984,Data Analyst,4.28154372828722,267
2985,Data Analyst - IT,3.34747883949146,99
2986,"Data Analyst, Digital Policy Solution (DPS)",3.76327255503767,475
2987,Data Analyst,2.7335851761008,455
2988,Data Analyst,4.28785771239371,306
2989,Data Analyst,3.9497588824472,43
2990,Data Analyst,2.42935972846429,388
2991,Data Mining Analyst,3.49365528613925,176
2992,Data Analyst,4.85756211308403,153
2993,Data Analyst,3.07936748406728,471
2994,Data Analyst,3.82926758687372,339
2995,Data Analyst,4.29543070360363,418
2996,Data Analyst,3.96202847971817,71
2997,Data Analyst - Platform & Security,2.39447401091432,239
2998,Big Data Analyst,3.92269647416621,85
2999,Data Analyst,2.77084146546795,410
3000,Data Analyst,4.69946657243746,421
3001,Data Analyst,2.24634117954602,290
3002,Data Analyst,3.66228167676818,481
3003,Data Analyst,3.78612222491282,245
3004,Data Analyst I - Analytics Reporting,3.56833997434984,324
3005,Data Analyst,4.64469250772443,402
3006,Analyst (Data Science),4.88702389139841,76
3007,SAS Data Analyst,4.6790996907397,205
3008,Business Systems Analyst - Product Data Hub,3.51365399142393,115
3009,Procurement Data Analyst (US Shift),2.1810218753591,389
3010,Analyst - Data Integration,2.79252852048894,465
3011,Data Visualization Analyst,3.13344439972592,108
3012,Data Analyst,3.67827440103481,259
3013,E commerce Data Analyst,2.58802086459625,64
3014,Data Analyst,2.28062610459388,473
3015,MDM - Data Analyst,3.08439449292319,436
3016,Data Engineer - Python and Spark -Associate/AVP,3.49306596550943,499
3017,Data Analyst,2.70620284417954,117
3018,Analyst - Data,4.74004706105544,328
3019,Data Analyst,3.33163757339883,283
3020,ILM Data Management Analyst,4.31489644955344,403
3021,Immediate Opening For Data Analyst,3.2337832761454,117
3022,Data Analyst,2.07391912738875,122
3023,data analyst,3.54196466439993,336
3024,Data Analyst,3.21008499504626,154
3025,ETL Developer - Data and Reporting Analyst - 2,3.57549792540275,81
3026,"Analyst, Data",3.20951093536251,311
3027,Data Analyst,2.41180059189369,211
3028,Data Analyst,4.79857317244341,335
3029,Product Data Management Analyst,2.63288535504239,293
3030,MIS Data Analyst,2.69779745263824,316
3031,Data Analyst,4.58477284824047,304
3032,Data Analyst,3.67719899060151,82
3033,data analyst,3.74079124944829,63
3034,Analyst- Category Specialization - Data Analyst,3.18003488497444,86
3035,Data Operations Analyst,4.22000173253893,113
3036,Data / Operations Analyst,4.07868084241584,332
3037,ETL Developer - Data and Reporting Analyst,2.50931165138554,458
3038,Data Analyst,3.87841318114809,293
3039,Business analyst + data Analysis,3.25830420315992,122
3040,Data Management Analyst,2.01308022560582,101
3041,"DATA ANALYST, IMPACT MEASUREMENT AND MANAGEMENT",2.88456191226211,345
3042,Data Analyst - IIM/ISB/MDI/FMS/SP Jain,2.46257840194943,48
3043,Data Analyst,2.25761808567878,154
3044,Data Analyst,2.87481136562825,433
3045,Data Analyst,4.92089211962694,300
3046,Data Analyst,4.60570420757232,318
3047,Data Analyst RK,3.92953540754791,115
3048,Statistician/Data Analyst,2.86367583957215,201
3049,Data Analyst,2.18456090578308,298
3050,Data Analyst,3.83363248072667,37
3051,Data Analyst,4.18224915169864,89
3052,Clinical Data Analyst,4.15626997957128,486
3053,Data Analyst - NLP,2.24617024669302,387
3054,Data Analyst - Marketing Campaigns & Analytics,4.22490389237732,272
3055,Data and Financial Analyst,4.23754029804481,102
3056,Data Analyst,4.64580202979341,359
3057,Data Analyst,2.9667950329581,275
3058,Data Analyst 3,2.4443656549157,140
3059,Data Analyst,3.96261252254351,483
3060,Data Analyst,3.38391082853205,169
3061,Data Analyst 1 ( Auto ),4.94993805616139,96
3062,"Data Analyst , Product",3.84882765728837,248
3063,ETL Developer ( Data and Reporting Analyst),4.95630965879799,376
3064,Data Analysts,4.83635720699372,89
3065,Data Analyst,4.24847727114294,460
3066,Data Analyst,2.59387878812716,272
3067,Data Analyst - BRD,3.08067139632651,345
3068,Data Analyst,4.36614193919122,66
3069,Data Analyst,4.7896588969843,69
3070,Data Analyst,3.74973440804613,72
3071,MIS / Data Analyst,4.26764521704237,351
3072,Clinical Data Analyst,2.2860710020023,460
3073,Advisory Consulting _ Data Engineering _ Associate 2,4.2505909973446,257
3074,"Associate Director, Data Engineering - Automotive Mastermind",4.73230489018038,111
3075,Analyst - Capital Data Quality Controls,3.57440801488757,443
3076,Big Data Analysis Tool and Techniques Application Developer,4.46062405927772,298
3077,"Data Analyst, Regulatory Risk and Compliance",3.22464185454388,364
3078,Big Data Analysis Tool and Techniques Application Developer,4.6076562729438,247
3079,Data Analyst | Diamond Industry | Mumbai Location,2.55107870662451,220
3080,Data Analyst | Bsc / Msc Statistic | Surat Location,3.67199483671977,197
3081,Analyst: Data Science Insights,2.61739615472371,260
3082,Urgent Requirement of Data/Sale Analyst (MIS) FMCG at Haldirams Nagpur,4.77888084382532,249
3083,Python Developer - Django/Data Structure,4.64827003744539,311
3084,Sr. Data Engineer,3.29916995951783,102
3085,Hiring For Data Science Intern- DataTrained Education,3.46084757529402,98
3086,Senior Data Engineer - ETL/Big Data/Hadoop,2.38856781084823,186
3087,Senior Data Engineer - ETL/ Big Data/ Hadoop,4.982240536252,468
3088,Lead Data Engineer/Senior Lead Data Engineer,3.3834040842075,278
3089,Senior Manager/Data Engineer - Analytics - IIT/IIM/ISB/NIT,4.35414785666783,231
3090,Senior Manager / Data Engineer - Analytics - IIT / IIM / ISB/ NIT,2.0739813323091,205
3091,Data Consultant: Data Strategy,4.3704285629393,102
3092,Google Cloud Data Services Application Developer,3.88322619551883,479
3093,"Google Cloud Data Services (Software Engineer, Senior SoftwareEngineer",3.87013742676959,137
3094,"Data Engineering (Software Engineer, Senior Software Engineer, TL)",3.02104038467237,40
3095,"AWS Big Data (Software Engineer, Senior Software Engineer )",2.28296229669039,286
3096,ACN - Applied Intelligence - CC - Data Science (IN) - 09,3.42898282098863,330
3097,Software Engineer/Senior Software Engineer - Big Data Technologies,2.70967939208831,107
3098,Senior Data Engineer - ETL/Functional Programming,2.08986092553088,72
3099,Senior Data Engineer - Java/Python/SQL,2.84102636957547,192
3100,Senior Manager - Data Engineer - KPO,3.12138790909504,200
3101,Senior Data Engineer,4.56288266902326,122
3102,Senior Big Data Engineer,3.08175785787886,366
3103,CGI Hiring Big Data Developer,3.60030876131094,171
3104,Senior Manager - Data Engineer - KPO,3.41707067824128,310
3105,Senior Big Data Engineer - Spark/Python/SQL Server,2.59687713355346,223
3106,Senior Software Engineer / Tech Lead - Big Data,4.54801400084193,214
3107,Informatica Big Data Edition Application Developer,4.19525041110907,294
3108,Senior Data Engineer - SQL/ Python/ Apache Airflow,4.72274827601314,418
3109,Senior Data Engineer - ElasticSearch/MongoDB,4.13796121936197,197
3110,Senior Software Engineer - Big Data/ Hadoop/Python,4.41307915163815,203
3111,Lead Data Engineer,4.75287787647438,207
3112,Lead Data Engineer,3.21031801428571,40
3113,Lead Data Engineer (Cloud Stack),2.52864920805988,329
3114,Data engineer / big data - Hive / Hadoop / Pyspark/ Impala,3.04644838032089,476
3115,Data engineer / big data - hive / impala / Hadoop,4.1316749979799,105
3116,Lead Data Engineer,4.93460916480035,170
3117,Big Data + GCP Lead / Engineers,4.91012976040826,442
3118,Lead Data Engineer,3.13172813052529,182
3119,Lead Data Engineer- Full-Time Role- Bengaluru Location,3.61190476251955,461
3120,Lead Data Engineer- Full-Time Role- Remote (Work from anywhere),4.02882998998634,137
3121,Lead Data Engineer,4.17703545927208,394
3122,Lead Data Engineer,3.53195761401345,293
3123,Lead Data Engineer - Data Catalogue SME,4.05864278780025,333
3124,Hiring alert For Data Lead Engineers,4.15329332140766,500
3125,"Lead Data Engineer,",4.87057569027096,363
3126,Lead Data Engineer,3.23651655655041,361
3127,Lead Data Engineer,4.7591394798725,495
3128,Lead data Engineer,3.13963703612932,274
3129,AWS Data Engineer / Lead Data Engineer,3.66592832275191,50
3130,Lead Data Engineer,2.18531892616635,476
3131,"Lead Engineer QA , Data Engineering",4.59082666714409,34
3132,Lead Data Engineer,4.14938520976203,268
3133,Azure - Lead Data Engineer,3.98850341979325,142
3134,Lead Data Engineer,4.81260948322317,266
3135,Data Engineering Lead,4.41121393746639,169
3136,Lead Backend Engineer - Data Structure & Algorithm,3.51511346298362,485
3137,Cloud Data Lake Lead Engineer,3.73374976743358,482
3138,Lead Data Security Engineer,4.07212847915734,41
3139,Lead Engineer ( Data SRE ),3.81594492413691,272
3140,Data Engineer,2.36304457407202,189
3141,Data Engineer,2.158597690924,268
3142,Lead QA Engineer Data Analytics Python/Java,4.56639071950621,459
3143,Lead QA Engineer Data Analytics Python/Java,2.81081044095978,106
3144,Lead Engineer - Data Analytics,3.33556012837598,224
3145,Data Engineering Lead,3.73519748840606,100
3146,"Technical Lead, Data Engineer, Product, Tools Operations, gTech",4.47129325706485,492
3147,Data Engineering Lead,2.7712471258437,101
3148,Data Engineering Lead - DataStage,3.6229041188876,425
3149,Data Engineering Lead - DataStage,3.83901584520023,176
3150,Data Engineering Application Lead,2.65301401181707,486
3151,Data Engineering Application Lead,4.0798918548671,168
3152,Data Engineering Application Lead,2.22586101180462,115
3153,Data Engineering Application Lead,2.3910218409103,190
3154,Data Engineering Application Lead,2.03353686746186,461
3155,Data Engineering Application Lead,4.74108963855997,69
3156,Data Engineering Application Lead,4.39340272604767,323
3157,Senior Business Analyst-Anblicks Cloud Data Engg Co,2.35286629240955,363
3158,Senior Business Analyst-Anblicks Cloud Data Engg Co,3.36289246063733,431
3159,Data Engineering Analytics and Modeling Lead,2.85115131093506,91
3160,"Senior Associate, Senior Data Manager, Clinical Data Sciences",4.46017801014454,206
3161,Senior Software Analyst (Data Engineer),3.52982341448184,39
3162,Data & Analytics Tech - AWS with Big Data - Senior Associate,4.23718102042106,279
3163,Associate Tax Data Analyst,2.15316958257893,321
3164,"Associate, Data Analyst",4.94301137483799,184
3165,Associate Data Analyst - SQL,3.04042041364772,270
3166,Urgent hiring || Sr. Data Engineer || 7+ Years || PAN India,2.03596033915177,135
3167,Urgent hiring || Sr. Data Engineer || 7+ Years || PAN India,2.61388595951069,223
3168,Job Openings For Senior Data Engineer Analytics & Visualization,2.96802477417021,377
3169,Senior Software Development Engineer II - Data Engineering - Backend,3.71762376036583,187
3170,Sr. Data Engineer,3.7192162528721,213
3171,Hiring For Senior Data Engineers,4.82137117457586,252
3172,Senior Data Engineer,3.33829351478407,439
3173,Graduates fresher (0 To 2 year) For Data Associate role with Pramata,3.83082070419398,222
3174,Data Science Associate Manager,4.56889961834222,441
3175,"Senior Data Engineer For ETL-Processes (Python, Azure, Atlassian)",3.69698060265955,183
3176,"Senior Data Engineer- Talend, Hive, SQL",3.22146665903731,123
3177,Senior Data Engineer,4.48054214979022,159
3178,Senior Data Engineer,3.32548910705804,481
3179,"Senior Manager, Data Engineering",3.35764921150736,284
3180,Senior Software Engineer - Data Engineer,4.84215164079091,365
3181,Sr Hadoop - Big Data Engineer,2.23291281133689,116
3182,Senior Data Engineer,4.22314862096301,314
3183,Data Engineering Analyst,2.7482134628046,190
3184,Big Data Engineering Analyst,3.66340801083949,160
3185,Senior Data Engineer,2.27669804393979,77
3186,Senior Data Engineer,2.10042520132974,105
3187,Senior Data Engineer,2.21083920215902,32
3188,Senior Data Engineer,4.94973032756876,386
3189,Senior Data Engineer - JAVA/Python,2.57165816087626,292
3190,Senior Data Engineer - SAP HANA,3.99134804087143,104
3191,Senior Data Engineer | Advance Auto Parts,2.21353493120318,134
3192,"Senior Data Engineer (SQL, Azure, Bigdata, Power BI)",3.82277811054431,359
3193,Urgent opening For Senior Data Engineer,3.9859588323082,450
3194,Big Data Engineering Analyst DataBeat,2.02643710804034,187
3195,Looking For Senior Engineering Manager-Data Hyderabad,4.52392029726856,71
3196,Looking For Senior Engineering Manager-Big Data Hyderabad,4.50995528856852,274
3197,Looking For Senior Engineering Manager-Big Data Hyderabad,3.71677823125498,237
3198,Engineer - MDD ( Thermal Analysis ),3.99874131480175,252
3199,Senior Data Migration Engineer,4.02458529752753,142
3200,Sr. Staff SW Engineer - Data Acquisition,2.22047345955646,376
3201,Sr Engineer - Data Science & Artificial Intelligence,2.72291446316633,174
3202,Urgent Requirement For AWS DATA ENGINEER,2.07481146386325,207
3203,Urgent Requirement For AWS DATA ENGINEER (Streaming Data Processing),2.77808523702492,191
3204,Data Quality Engineer,3.8414471728542,424
3205,Data Engineer Role at Genpact,3.96728748516653,183
3206,Data Engineer (Python + AWS),2.00743911176985,289
3207,Hiring For Data Engineer ( AWS ) - Coforge,2.96734697034155,76
3208,Data Science - Engineering Manager,2.84097302068047,339
3209,Software Development Engineer 3 (Data Platform),2.77349248546452,427
3210,Data Engineer/ Software Engineer (Data),3.00174505164879,218
3211,"Cloud Engineer, Data, Google Cloud",2.03088700731232,494
3212,Machine Learning Engineer (Data Science),2.52077668691536,71
3213,Software Engineer III (Data Engineering),2.79217243454414,278
3214,Data engineer- Azure,2.61712700994583,273
3215,ACN - Applied Intelligence - Solutions.AI - Data Engineering - 06,3.65933866616868,308
3216,Data Analyst - Java/Python,2.19039580737589,47
3217,Data Engineer,3.49921371964507,55
3218,Big Data Engineer - Spark/SQL/Redshift,3.70654557928041,82
3219,Hiring For Data Engineer!!!!! (work from office),3.59057202043019,277
3220,Big Data Engineer,2.76194846742668,270
3221,Data Engineer - Algo,4.7914340126297,185
3222,Mentor - Data Analyst/Data Science,3.34849100821984,154
3223,Data Engineer: Data Modeling,3.02446443531984,357
3224,Data Engineer,2.04435691383187,253
3225,Data engineer Wanted,4.16610513735027,371
3226,Staff Engineer Master Data Expert,2.82550244586089,381
3227,Data Engineer- Informatica,3.80893399971431,451
3228,"Software Engineer 1, Core Data Platform",4.89387833753879,475
3229,Data Engineer- Allianz,2.47964106788638,287
3230,Hiring- Data Engineer-Mazars India,2.95640912121567,36
3231,Data Analyst,3.00659059580936,239
3232,"Principal Engineer - Data Science , NLP",2.47992673229116,248
3233,Manager - Data Analyst,3.67768415305095,79
3234,Data Analyst - Python,3.12934294126753,432
3235,Manager - Data Analyst,4.10903570114592,268
3236,Data Engineer,4.08046647113865,453
3237,S&PP COE Analytics - Data Engineering,4.71168117867781,102
3238,Data Engineer: Master Data Management,3.29293610242966,316
3239,Data Engineer: Enterprise Content Management,3.69682605028169,180
3240,Data Engineer: Enterprise Content Management,3.22239445665911,149
3241,Data Engineer: Master Data Management,3.27792600456125,458
3242,Software Development Engineer 2 (Data Platform),2.91332706954877,421
3243,"Director- Infra & Ops, Platform Engineering- SRE,DevOps,Data Science",2.23696140743447,317
3244,"Director - Data Engineering - Data Science Python,Big Data,Java,Scala",4.89366480204354,149
3245,Data Engineer: Enterprise Content Management,4.55121496441298,38
3246,Data Engineer: Master Data Management,2.19260248780255,331
3247,Data Engineer: Enterprise Content Management,3.38688916485467,91
3248,Data Engineer: Enterprise Content Management,3.70371070008692,280
3249,Cloud Data Architecture Digital Data Engineering Practitioner,2.49266128456505,280
3250,ACN - Applied Intelligence - CC - Data Engineering (IN) - 07,2.71734090818434,138
3251,Data Engineer,2.6270253383035,277
3252,Data Engineering Consultant,3.22220281320459,386
3253,Data Engineering,3.71607845911334,334
3254,Data Engineering Application Developer,2.53763356939531,254
3255,Data Engineering Application Developer,4.86032829171308,107
3256,Data Engineering Application Developer,4.90780995613996,81
3257,Data Engineering Application Developer,2.46339792952327,31
3258,Data Engineering Application Developer,4.16339113700893,218
3259,Data Engineering Application Developer,3.82568684305474,308
3260,Data Engineering Application Developer,2.1027732935622,482
3261,Data Engineering Application Developer,3.21426932181174,325
3262,Data Engineering,2.66017254695309,446
3263,Data Engineering,2.74768033465517,416
3264,Data Engineering Application Developer,2.71687587315682,114
3265,Data Engineering Application Developer,2.77486580536683,500
3266,Data Engineering Application Developer,4.99734346998207,132
3267,Data Engineering,4.79105651055825,65
3268,Data Engineering Application Developer,2.31082724349858,111
3269,Software Development Engineer - IV - Data Platform ( Ingestion),2.88990349727943,412
3270,Software Engineer II: Data Engineering,4.6928174752833,176
3271,"Cloud Engineer, Data, Google Cloud",2.40158672387948,290
3272,ACN - Applied Intelligence - GCP - Data Engineering - 09,3.18953037259985,460
3273,ACN - Applied Intelligence - Solutions.AI - Data Engineering - 09,3.12493112730995,248
